order_id,order_date,region,product,customer,units,unit_price,revenue
ORD-032908,2026-02-04,Asia Pacific,Scale,"Villa, Lucero and Bowman",4,464.23,1856.92
ORD-032909,2024-01-27,Latin America,Scale,Martinez Group,10,478.8,4788.0
ORD-032910,2024-03-16,Asia Pacific,Scale,"Lowe, Allen and Davis",7,476.28,3333.96
ORD-032911,2024-01-06,Europe,Growth,Owen-Campbell,7,171.8,1202.6
ORD-032912,2025-01-21,Europe,Enterprise,Miller Inc,4,1286.7,5146.8
ORD-032913,2025-10-05,Asia Pacific,Starter,"Carlson, Cortez and Roberson",11,47.82,526.02
ORD-032914,2024-06-24,MEA,Starter,Morris-Figueroa,10,47.12,471.2
ORD-032915,2024-06-19,Asia Pacific,Scale,Blair-Turner,4,507.13,2028.52
ORD-032916,2025-06-25,MEA,Starter,"Williams, Logan and Ruiz",1,46.18,46.18
ORD-032917,2024-08-28,Asia Pacific,Growth,Small LLC,3,180.72,542.16
ORD-032918,2024-10-15,Asia Pacific,Growth,"Bishop, Cole and Johnson",9,219.51,1975.59
ORD-032919,2024-02-29,Asia Pacific,Starter,Silva-Pollard,8,55.48,443.84
ORD-032920,2024-06-27,Latin America,Enterprise,"Mitchell, Martinez and Livingston",10,1722.57,17225.7
ORD-032921,2025-08-21,MEA,Starter,Schultz Inc,9,50.72,456.48
ORD-032922,2024-10-22,Asia Pacific,Starter,"Davis, White and Willis",6,52.23,313.38
ORD-032923,2024-08-05,Asia Pacific,Starter,"Marshall, Palmer and Pierce",1,53.11,53.11
ORD-032924,2024-12-02,Asia Pacific,Growth,Johnson Inc,3,226.67,680.01
ORD-032925,2025-07-25,Latin America,Starter,Chavez-Smith,5,46.33,231.65
ORD-032926,2024-04-22,MEA,Growth,Harris-Morgan,6,170.73,1024.38
ORD-032927,2024-10-30,MEA,Growth,Schultz-Thomas,4,226.65,906.6
ORD-032928,2024-09-20,Latin America,Starter,"Davis, Jackson and Harrison",10,54.47,544.7
ORD-032929,2026-02-02,Asia Pacific,Scale,"Leon, Daniels and Burch",10,454.89,4548.9
ORD-032930,2026-01-09,Asia Pacific,Starter,Rodriguez Group,12,48.26,579.12
ORD-032931,2025-05-28,North America,Growth,"Hansen, Shaw and Gilbert",9,195.83,1762.47
ORD-032932,2025-05-08,Europe,Starter,Merritt-Parks,9,48.01,432.09
ORD-032933,2024-12-15,Asia Pacific,Growth,Collins-Kelly,5,190.98,954.9
ORD-032934,2025-12-22,Latin America,Scale,Walker Group,10,466.25,4662.5
ORD-032935,2025-11-23,Asia Pacific,Starter,Jenkins PLC,1,55.44,55.44
ORD-032936,2025-02-06,North America,Growth,Lopez-Meadows,7,174.53,1221.71
ORD-032937,2025-05-22,Latin America,Starter,"Owens, Bowers and Miller",11,47.83,526.13
ORD-032938,2025-04-23,Asia Pacific,Starter,"Mills, Mejia and Miller",5,43.76,218.8
ORD-032939,2026-02-27,Europe,Scale,Garcia PLC,4,569.28,2277.12
ORD-032940,2024-12-29,Asia Pacific,Growth,Lawrence-Smith,5,226.03,1130.15
ORD-032941,2024-09-10,MEA,Growth,"Garcia, Kirk and Beck",8,225.68,1805.44
ORD-032942,2025-02-09,Europe,Starter,Flores and Sons,9,52.92,476.28
ORD-032943,2024-03-21,Asia Pacific,Growth,Pollard-Roberts,10,210.5,2105.0
ORD-032944,2024-03-13,Europe,Starter,Richards-Lawrence,12,49.65,595.8
ORD-032945,2025-02-12,MEA,Scale,Scott Inc,8,514.98,4119.84
ORD-032946,2024-02-07,Latin America,Enterprise,"David, Hernandez and Sanders",10,1588.57,15885.7
ORD-032947,2024-01-31,Asia Pacific,Starter,Brown-Hill,2,50.62,101.24
ORD-032948,2025-05-15,Latin America,Growth,"Weiss, Hernandez and Gonzalez",2,172.41,344.82
ORD-032949,2025-08-14,North America,Starter,Jacobs-Davis,9,53.54,481.86
ORD-032950,2025-09-24,MEA,Scale,"Walker, Vasquez and White",12,474.03,5688.36
ORD-032951,2024-12-17,Europe,Starter,"Cisneros, Schwartz and Madden",2,47.25,94.5
ORD-032952,2026-01-17,MEA,Scale,"Lee, Lane and Miller",12,490.85,5890.2
ORD-032953,2024-05-30,Asia Pacific,Starter,Espinoza Ltd,6,48.5,291.0
ORD-032954,2025-08-08,North America,Scale,Rice-Reyes,9,551.98,4967.82
ORD-032955,2025-07-27,Latin America,Starter,"Nielsen, Carr and Warren",9,49.47,445.23
ORD-032956,2025-11-07,MEA,Growth,"Odom, Galloway and Cunningham",9,197.01,1773.09
ORD-032957,2024-12-20,MEA,Scale,"York, Bauer and Warner",9,554.58,4991.22
ORD-032958,2025-02-07,North America,Starter,Hicks-Williams,5,47.57,237.85
ORD-032959,2026-04-01,Asia Pacific,Growth,Johnson-Williams,2,192.96,385.92
ORD-032960,2024-10-22,Latin America,Growth,"Austin, Erickson and Galloway",12,185.05,2220.6
ORD-032961,2025-10-15,North America,Starter,Jackson-Myers,9,45.28,407.52
ORD-032962,2026-02-06,Latin America,Scale,Wright-Stephenson,9,523.52,4711.68
ORD-032963,2024-12-25,Latin America,Growth,Gomez-Fowler,1,224.79,224.79
ORD-032964,2025-07-27,Latin America,Starter,Smith LLC,7,46.34,324.38
ORD-032965,2025-08-18,Latin America,Starter,Williams-Tyler,1,48.81,48.81
ORD-032966,2026-03-11,MEA,Enterprise,"Duncan, Schwartz and Rodriguez",6,1425.59,8553.54
ORD-032967,2024-05-11,Europe,Starter,Ramsey-Nelson,11,50.2,552.2
ORD-032968,2024-12-25,North America,Starter,Perez LLC,8,43.29,346.32
ORD-032969,2025-12-22,Latin America,Enterprise,"Holloway, Evans and Turner",7,1446.71,10126.97
ORD-032970,2025-07-07,Europe,Scale,Singh-Yates,1,467.25,467.25
ORD-032971,2024-01-09,North America,Growth,"Winters, Riggs and Edwards",9,225.99,2033.91
ORD-032972,2024-10-11,MEA,Starter,Young-Cochran,12,54.59,655.08
ORD-032973,2024-06-26,North America,Scale,Jones-Martinez,6,493.58,2961.48
ORD-032974,2024-01-09,North America,Growth,Gates-Johnston,10,188.76,1887.6
ORD-032975,2025-07-13,MEA,Starter,"Miller, Smith and King",7,51.46,360.22
ORD-032976,2024-08-26,North America,Starter,"Roberts, Medina and Morgan",3,47.51,142.53
ORD-032977,2025-07-29,North America,Growth,Tate PLC,10,199.86,1998.6
ORD-032978,2024-01-26,Europe,Scale,Turner Group,5,485.43,2427.15
ORD-032979,2025-01-29,Asia Pacific,Scale,"Serrano, Brown and Bryant",3,467.64,1402.92
ORD-032980,2025-09-20,Asia Pacific,Growth,"Garcia, Meadows and Brock",10,171.16,1711.6
ORD-032981,2024-09-12,Latin America,Starter,"Baker, Taylor and Ferguson",6,48.15,288.9
ORD-032982,2024-09-05,Asia Pacific,Scale,Carson Group,4,424.55,1698.2
ORD-032983,2026-02-18,Latin America,Starter,Rodriguez-Williams,2,49.29,98.58
ORD-032984,2025-02-12,Asia Pacific,Growth,Salazar-Ortiz,2,214.72,429.44
ORD-032985,2026-02-06,North America,Scale,Walters-Ford,10,549.82,5498.2
ORD-032986,2026-03-29,Latin America,Starter,"Schroeder, Jones and Barker",5,51.07,255.35
ORD-032987,2024-06-09,MEA,Scale,Garcia LLC,7,465.37,3257.59
ORD-032988,2025-02-12,Latin America,Starter,"Lewis, Martin and Mcgrath",10,50.06,500.6
ORD-032989,2024-07-29,Latin America,Growth,"Romero, Ellison and Casey",12,188.93,2267.16
ORD-032990,2024-06-28,Asia Pacific,Growth,"Ortiz, Watkins and Morris",9,210.0,1890.0
ORD-032991,2024-09-03,MEA,Growth,"Jackson, Scott and Mayer",6,176.5,1059.0
ORD-032992,2024-12-20,North America,Starter,Taylor-Garcia,9,53.17,478.53
ORD-032993,2024-06-05,MEA,Starter,Anderson-Thomas,1,44.41,44.41
ORD-032994,2025-04-21,Europe,Starter,Owens-Jackson,7,54.98,384.86
ORD-032995,2025-08-06,Asia Pacific,Scale,"Andrews, Choi and Morgan",9,491.3,4421.7
ORD-032996,2024-07-21,Latin America,Starter,Jones-Clark,2,44.36,88.72
ORD-032997,2024-08-07,North America,Growth,Wilson PLC,4,190.45,761.8
ORD-032998,2024-02-11,Latin America,Starter,"Campbell, Patterson and Sanchez",2,55.47,110.94
ORD-032999,2025-06-01,Asia Pacific,Scale,"Allen, Russell and Harris",7,428.99,3002.93
ORD-033000,2025-04-21,MEA,Scale,"Bond, Cooper and Tucker",3,528.36,1585.08
ORD-033001,2025-02-26,MEA,Starter,Collins Ltd,5,50.01,250.05
ORD-033002,2024-03-23,North America,Growth,Thomas LLC,4,172.91,691.64
ORD-033003,2024-04-28,Asia Pacific,Starter,Evans-Wright,3,41.81,125.43
ORD-033004,2025-04-28,Asia Pacific,Starter,White-Scott,3,51.36,154.08
ORD-033005,2024-08-15,North America,Starter,Trujillo-Banks,11,47.36,520.96
ORD-033006,2024-01-22,Asia Pacific,Enterprise,Ramsey Inc,12,1631.97,19583.64
ORD-033007,2025-02-16,MEA,Growth,Smith-Morse,6,223.52,1341.12
ORD-033008,2024-10-20,MEA,Starter,Holmes Inc,8,48.92,391.36
ORD-033009,2024-03-24,MEA,Enterprise,Robinson-Long,6,1607.78,9646.68
ORD-033010,2025-08-07,MEA,Starter,"Liu, Garcia and Clements",2,45.24,90.48
ORD-033011,2024-04-13,North America,Growth,Gonzalez Group,4,201.46,805.84
ORD-033012,2024-12-31,Europe,Starter,Baker-Harrison,11,50.0,550.0
ORD-033013,2026-01-25,MEA,Scale,Williams-Knox,4,532.66,2130.64
ORD-033014,2025-11-10,Europe,Scale,"Lopez, Mays and Davis",10,567.46,5674.6
ORD-033015,2025-12-09,North America,Scale,"Ferguson, Horton and Logan",3,549.01,1647.03
ORD-033016,2025-03-25,Latin America,Growth,Salazar-Downs,7,208.83,1461.81
ORD-033017,2025-04-14,Asia Pacific,Starter,Nelson and Sons,1,46.17,46.17
ORD-033018,2025-10-26,North America,Starter,Wright-Quinn,12,54.0,648.0
ORD-033019,2025-06-10,Asia Pacific,Scale,Hayes-Smith,12,537.37,6448.44
ORD-033020,2025-09-08,Europe,Enterprise,"Garcia, Anderson and Patterson",4,1274.19,5096.76
ORD-033021,2024-06-21,Latin America,Scale,Leon Inc,5,571.67,2858.35
ORD-033022,2025-01-22,MEA,Scale,Molina PLC,8,553.66,4429.28
ORD-033023,2024-08-04,Asia Pacific,Scale,"Martin, Yang and Moran",6,562.6,3375.6
ORD-033024,2024-12-26,MEA,Scale,"Williams, Garrison and Pierce",5,471.09,2355.45
ORD-033025,2024-03-26,North America,Starter,"Heath, Anderson and Williams",7,43.83,306.81
ORD-033026,2025-04-10,MEA,Scale,Murphy-Daniels,7,469.06,3283.42
ORD-033027,2025-03-14,Asia Pacific,Starter,Austin-Mason,7,46.78,327.46
ORD-033028,2025-11-05,MEA,Growth,"Byrd, Hodges and Reid",4,171.88,687.52
ORD-033029,2024-08-02,MEA,Scale,Gray-Butler,12,543.6,6523.2
ORD-033030,2024-05-06,Asia Pacific,Starter,Jackson Inc,11,50.19,552.09
ORD-033031,2025-10-05,MEA,Scale,Bauer-White,2,469.91,939.82
ORD-033032,2024-05-26,Asia Pacific,Enterprise,Rubio PLC,7,1519.58,10637.06
ORD-033033,2024-09-01,MEA,Starter,James Inc,12,42.43,509.16
ORD-033034,2025-02-07,Asia Pacific,Scale,Allen-Smith,2,555.24,1110.48
ORD-033035,2024-02-23,MEA,Enterprise,Chavez and Sons,7,1621.99,11353.93
ORD-033036,2024-12-16,Europe,Growth,Brandt-Callahan,5,188.01,940.05
ORD-033037,2025-01-29,Latin America,Starter,Anderson-Cook,10,42.61,426.1
ORD-033038,2024-02-29,MEA,Growth,"Hill, Robinson and Reynolds",11,198.88,2187.68
ORD-033039,2024-01-29,Latin America,Starter,Goodman LLC,5,48.16,240.8
ORD-033040,2024-02-11,North America,Growth,Smith and Sons,1,170.2,170.2
ORD-033041,2025-07-30,Asia Pacific,Scale,Beard-Smith,8,515.51,4124.08
ORD-033042,2024-03-20,North America,Growth,Serrano Ltd,10,215.01,2150.1
ORD-033043,2026-03-07,Latin America,Growth,Avila-Ball,11,191.13,2102.43
ORD-033044,2024-01-09,North America,Starter,Williams-Suarez,7,53.0,371.0
ORD-033045,2025-07-03,Latin America,Starter,Jackson-Allen,11,44.18,485.98
ORD-033046,2024-09-04,Europe,Scale,"Knight, Watson and Alvarez",3,563.27,1689.81
ORD-033047,2025-11-01,MEA,Starter,"Wong, Smith and Brown",8,54.23,433.84
ORD-033048,2025-03-29,MEA,Starter,Jones and Sons,10,55.46,554.6
ORD-033049,2025-02-26,Asia Pacific,Scale,"Hernandez, Hoover and Herrera",2,427.16,854.32
ORD-033050,2024-05-24,Latin America,Starter,"Rodriguez, Spencer and Strickland",11,49.42,543.62
ORD-033051,2025-05-29,Asia Pacific,Enterprise,Mccarthy-Bell,4,1600.44,6401.76
ORD-033052,2024-02-27,Latin America,Scale,Jordan LLC,3,483.21,1449.63
ORD-033053,2024-11-23,Latin America,Enterprise,Hopkins-Fox,12,1682.86,20194.32
ORD-033054,2025-12-01,North America,Starter,Greene PLC,4,52.08,208.32
ORD-033055,2025-03-15,Europe,Growth,"Reeves, Ruiz and Davis",12,174.06,2088.72
ORD-033056,2026-01-09,Europe,Growth,Murphy-Brown,5,221.74,1108.7
ORD-033057,2025-06-23,Latin America,Scale,Hobbs Inc,3,533.93,1601.79
ORD-033058,2025-09-24,North America,Growth,"Smith, Acosta and Hall",11,189.16,2080.76
ORD-033059,2025-08-16,Latin America,Starter,Ruiz-Cummings,6,53.7,322.2
ORD-033060,2024-12-24,Europe,Growth,Miller and Sons,1,219.9,219.9
ORD-033061,2024-12-31,Europe,Enterprise,Johnson-Shannon,12,1538.08,18456.96
ORD-033062,2025-01-31,Asia Pacific,Starter,"Nichols, Abbott and Anderson",5,52.67,263.35
ORD-033063,2025-04-23,Europe,Growth,Sullivan-Miller,9,198.23,1784.07
ORD-033064,2025-11-12,Latin America,Growth,Hopkins PLC,12,169.61,2035.32
ORD-033065,2025-07-14,Latin America,Enterprise,Lozano-Hutchinson,10,1552.19,15521.9
ORD-033066,2024-08-07,North America,Starter,"Steele, Burns and Campos",6,46.57,279.42
ORD-033067,2024-08-09,MEA,Starter,Smith-Adams,5,49.38,246.9
ORD-033068,2025-06-09,North America,Scale,Mcdowell Group,10,466.07,4660.7
ORD-033069,2024-07-17,Asia Pacific,Starter,Hubbard PLC,3,49.29,147.87
ORD-033070,2024-12-29,Asia Pacific,Starter,Bowers-Jones,6,50.25,301.5
ORD-033071,2025-03-22,North America,Scale,"Obrien, Frye and Kelly",11,537.08,5907.88
ORD-033072,2025-08-26,Europe,Scale,Dyer-Lara,7,513.35,3593.45
ORD-033073,2025-05-05,North America,Enterprise,Keller-Henry,1,1545.24,1545.24
ORD-033074,2024-06-01,Asia Pacific,Scale,Williams and Sons,5,562.64,2813.2
ORD-033075,2026-01-19,North America,Starter,Wilson-Moore,4,45.34,181.36
ORD-033076,2025-07-16,North America,Growth,"Norton, Adkins and Vargas",4,171.18,684.72
ORD-033077,2026-03-27,Europe,Starter,Leon Ltd,8,43.49,347.92
ORD-033078,2025-09-12,Asia Pacific,Growth,Valdez Group,2,226.8,453.6
ORD-033079,2025-08-15,Europe,Growth,Chan-Mejia,2,205.51,411.02
ORD-033080,2024-10-03,Latin America,Enterprise,"Meyer, Hill and Murray",6,1458.94,8753.64
ORD-033081,2024-08-21,Latin America,Growth,Allen Group,10,218.0,2180.0
ORD-033082,2024-10-05,North America,Starter,Frey LLC,7,51.55,360.85
ORD-033083,2026-02-06,Europe,Starter,Garrett Ltd,11,49.19,541.09
ORD-033084,2026-01-14,Europe,Scale,Medina Group,7,426.32,2984.24
ORD-033085,2025-10-07,Europe,Scale,Stevenson-Powell,12,510.0,6120.0
ORD-033086,2024-06-24,North America,Growth,Cross-Mcintosh,7,215.08,1505.56
ORD-033087,2025-06-11,North America,Growth,Reed LLC,3,170.35,511.05
ORD-033088,2024-05-22,Europe,Scale,Harris-Anderson,8,513.15,4105.2
ORD-033089,2024-10-03,Latin America,Growth,Underwood PLC,5,191.7,958.5
ORD-033090,2025-11-07,Asia Pacific,Starter,"Lee, Bennett and Lopez",1,51.75,51.75
ORD-033091,2024-07-21,Asia Pacific,Starter,"Harper, Riley and Lozano",3,49.05,147.15
ORD-033092,2024-07-30,North America,Growth,"Cox, Odonnell and Davidson",12,202.7,2432.4
ORD-033093,2026-02-17,North America,Growth,Walter PLC,8,204.52,1636.16
ORD-033094,2024-09-09,Europe,Scale,Becker Inc,7,557.66,3903.62
ORD-033095,2024-05-30,MEA,Starter,Higgins-Harris,9,50.58,455.22
ORD-033096,2024-01-22,Asia Pacific,Scale,Brown-Holland,9,497.62,4478.58
ORD-033097,2024-11-02,Asia Pacific,Starter,Williamson-Wilson,8,41.95,335.6
ORD-033098,2025-05-12,Europe,Starter,Taylor-Clarke,7,48.18,337.26
ORD-033099,2024-07-25,MEA,Growth,Lamb-Jensen,8,227.12,1816.96
ORD-033100,2024-03-31,MEA,Starter,"Castillo, Higgins and Hernandez",7,44.88,314.16
ORD-033101,2025-09-02,Latin America,Starter,Reeves Group,8,51.13,409.04
ORD-033102,2025-07-19,Latin America,Scale,Hubbard and Sons,6,524.33,3145.98
ORD-033103,2024-04-02,Latin America,Growth,Johnson PLC,1,214.58,214.58
ORD-033104,2024-08-31,MEA,Enterprise,"Estrada, Lam and Khan",2,1411.5,2823.0
ORD-033105,2025-04-30,North America,Growth,Richardson-Spencer,6,199.05,1194.3
ORD-033106,2024-06-18,North America,Starter,Miller-Frank,1,52.06,52.06
ORD-033107,2025-09-13,Latin America,Enterprise,Martinez and Sons,9,1377.57,12398.13
ORD-033108,2024-01-25,Latin America,Scale,Gross Group,2,569.99,1139.98
ORD-033109,2026-03-20,North America,Enterprise,Hughes-Ross,5,1358.21,6791.05
ORD-033110,2024-03-24,Latin America,Starter,Schwartz-Tran,3,55.95,167.85
ORD-033111,2024-02-05,Latin America,Scale,Cook-Aguirre,7,539.81,3778.67
ORD-033112,2024-11-27,Asia Pacific,Scale,"Adams, Preston and Lindsey",1,464.07,464.07
ORD-033113,2025-04-03,Europe,Starter,Diaz PLC,5,47.79,238.95
ORD-033114,2024-11-05,Asia Pacific,Starter,"Rose, Gibson and Mcgee",5,51.05,255.25
ORD-033115,2024-03-11,Europe,Enterprise,Holt-Ramirez,1,1371.68,1371.68
ORD-033116,2025-06-29,Asia Pacific,Scale,Franklin-Smith,7,446.66,3126.62
ORD-033117,2025-11-29,North America,Starter,Shields-Scott,5,54.61,273.05
ORD-033118,2024-03-15,Asia Pacific,Starter,Hensley LLC,10,51.1,511.0
ORD-033119,2025-07-01,MEA,Starter,Perez-Evans,1,43.67,43.67
ORD-033120,2025-12-26,North America,Starter,Lucas-Allen,6,51.37,308.22
ORD-033121,2025-01-16,Latin America,Growth,"Huber, Edwards and Valenzuela",6,196.63,1179.78
ORD-033122,2024-10-03,North America,Growth,Mann-Cabrera,8,178.61,1428.88
ORD-033123,2024-04-23,Latin America,Growth,Simmons Ltd,10,192.81,1928.1
ORD-033124,2024-11-15,MEA,Enterprise,Chase LLC,11,1410.99,15520.89
ORD-033125,2025-04-01,Latin America,Growth,Jackson-Floyd,5,175.05,875.25
ORD-033126,2026-03-14,MEA,Scale,"Cook, Rosales and Stokes",11,555.35,6108.85
ORD-033127,2025-11-06,Latin America,Growth,"Burnett, Long and Williams",12,176.35,2116.2
ORD-033128,2025-12-29,MEA,Starter,Smith LLC,7,43.5,304.5
ORD-033129,2025-09-28,Asia Pacific,Growth,Roth-Spencer,2,189.55,379.1
ORD-033130,2025-08-15,Latin America,Scale,"Williams, Torres and Blankenship",8,528.2,4225.6
ORD-033131,2024-04-29,Europe,Starter,"Rodgers, Silva and Hill",11,48.66,535.26
ORD-033132,2025-03-03,MEA,Scale,"George, Kirby and Griffin",5,502.84,2514.2
ORD-033133,2026-03-12,North America,Starter,Roberts-Adams,11,49.77,547.47
ORD-033134,2025-06-14,North America,Growth,Obrien Group,11,216.05,2376.55
ORD-033135,2024-01-06,North America,Starter,Morris-Anderson,11,44.44,488.84
ORD-033136,2024-06-05,MEA,Starter,"Mitchell, Patel and Lester",6,53.64,321.84
ORD-033137,2024-04-19,Asia Pacific,Growth,Valenzuela-Kramer,9,195.85,1762.65
ORD-033138,2024-03-25,MEA,Starter,Bradley-Hoffman,7,55.84,390.88
ORD-033139,2025-06-21,MEA,Scale,Scott-Medina,8,520.61,4164.88
ORD-033140,2024-01-27,North America,Scale,Ross Group,12,471.21,5654.52
ORD-033141,2025-08-20,North America,Scale,"Palmer, Jones and Carter",1,535.86,535.86
ORD-033142,2024-07-09,North America,Starter,Copeland-Adams,10,52.64,526.4
ORD-033143,2024-04-10,North America,Growth,"Silva, Herman and Day",12,197.5,2370.0
ORD-033144,2024-09-05,Asia Pacific,Scale,"Larson, Baker and Holland",10,489.25,4892.5
ORD-033145,2025-08-03,North America,Scale,"Christensen, Reeves and Lambert",4,451.88,1807.52
ORD-033146,2024-06-28,Asia Pacific,Starter,"Martinez, Williams and Miller",1,48.65,48.65
ORD-033147,2025-10-10,MEA,Growth,Bates-Aguirre,5,199.02,995.1
ORD-033148,2024-11-11,North America,Starter,Hall Group,4,53.56,214.24
ORD-033149,2025-09-05,North America,Growth,Wells-Garcia,2,220.14,440.28
ORD-033150,2025-02-04,MEA,Starter,Arnold Ltd,8,47.6,380.8
ORD-033151,2025-08-21,Asia Pacific,Starter,"Trujillo, Miller and Pineda",3,44.78,134.34
ORD-033152,2024-11-06,Asia Pacific,Starter,"Fritz, Villarreal and Jones",3,46.46,139.38
ORD-033153,2024-08-02,North America,Scale,"Brandt, Underwood and Dixon",7,453.0,3171.0
ORD-033154,2024-02-23,Europe,Enterprise,Turner Group,2,1697.35,3394.7
ORD-033155,2024-09-01,MEA,Scale,"Campbell, Maldonado and Brooks",4,573.69,2294.76
ORD-033156,2026-03-18,Europe,Growth,Bell Group,5,195.79,978.95
ORD-033157,2024-12-11,North America,Scale,Bishop and Sons,1,504.14,504.14
ORD-033158,2024-05-10,MEA,Starter,"Clark, Smith and Diaz",8,41.79,334.32
ORD-033159,2025-12-06,Europe,Enterprise,Strong LLC,1,1513.81,1513.81
ORD-033160,2026-01-19,North America,Starter,Rosario and Sons,8,55.42,443.36
ORD-033161,2024-04-30,Asia Pacific,Starter,Snyder PLC,6,41.7,250.2
ORD-033162,2024-04-06,MEA,Enterprise,Carey-Nguyen,10,1328.48,13284.8
ORD-033163,2026-01-01,MEA,Enterprise,"Turner, Morales and Moore",3,1470.51,4411.53
ORD-033164,2025-11-27,North America,Starter,Williams PLC,2,44.05,88.1
ORD-033165,2024-11-06,Europe,Starter,Bowers-Mays,12,52.74,632.88
ORD-033166,2024-01-17,MEA,Scale,"Clements, Logan and Martin",11,446.68,4913.48
ORD-033167,2025-06-01,Asia Pacific,Enterprise,Alvarez and Sons,1,1581.08,1581.08
ORD-033168,2024-10-07,Europe,Starter,Gonzalez LLC,8,54.91,439.28
ORD-033169,2024-06-01,MEA,Growth,"Cohen, Stewart and Berg",6,179.23,1075.38
ORD-033170,2025-02-05,MEA,Growth,Chang-Riley,1,216.11,216.11
ORD-033171,2025-12-23,North America,Growth,Perkins-Miller,11,193.78,2131.58
ORD-033172,2024-08-26,Latin America,Enterprise,"Miller, Villegas and Brown",10,1605.46,16054.6
ORD-033173,2024-08-13,Europe,Scale,Howard-Mcdonald,4,477.77,1911.08
ORD-033174,2025-12-07,Asia Pacific,Growth,Johnson-Robinson,6,180.66,1083.96
ORD-033175,2024-09-28,Asia Pacific,Scale,"Smith, Torres and Johnson",2,453.71,907.42
ORD-033176,2024-08-29,Latin America,Growth,Watkins Ltd,5,175.53,877.65
ORD-033177,2025-10-18,North America,Growth,Taylor Group,3,221.83,665.49
ORD-033178,2024-07-06,Europe,Growth,Robinson LLC,9,224.25,2018.25
ORD-033179,2025-01-04,Asia Pacific,Scale,Ortiz and Sons,6,550.8,3304.8
ORD-033180,2026-03-14,Asia Pacific,Starter,"Jenkins, Harris and Smith",10,53.0,530.0
ORD-033181,2025-04-25,North America,Starter,Olson-Wells,1,50.25,50.25
ORD-033182,2026-04-01,MEA,Growth,Wang Group,4,212.54,850.16
ORD-033183,2025-11-05,Asia Pacific,Scale,Church-Williams,1,456.07,456.07
ORD-033184,2024-11-16,MEA,Starter,Williams Ltd,11,49.67,546.37
ORD-033185,2025-11-04,MEA,Growth,Wilson-Miller,2,175.65,351.3
ORD-033186,2026-03-21,North America,Scale,"Jackson, Ball and Graham",2,448.38,896.76
ORD-033187,2024-04-02,Asia Pacific,Starter,Harris Group,11,42.13,463.43
ORD-033188,2024-11-02,MEA,Growth,Thomas-Madden,7,180.79,1265.53
ORD-033189,2026-02-27,Latin America,Scale,"Grant, Yang and Cain",4,536.8,2147.2
ORD-033190,2024-07-22,Europe,Growth,Frazier Ltd,6,173.13,1038.78
ORD-033191,2024-05-08,Asia Pacific,Growth,Tran-Jordan,4,186.79,747.16
ORD-033192,2025-09-28,Asia Pacific,Scale,Ryan-Jones,10,427.83,4278.3
ORD-033193,2024-03-23,MEA,Starter,English LLC,12,50.17,602.04
ORD-033194,2024-10-26,Asia Pacific,Starter,"Stark, Murphy and Rogers",4,53.14,212.56
ORD-033195,2025-10-01,Asia Pacific,Scale,Reynolds-Watson,2,513.28,1026.56
ORD-033196,2025-08-02,Asia Pacific,Starter,"Walker, Smith and Jenkins",11,48.11,529.21
ORD-033197,2025-08-19,North America,Growth,"Alexander, Castro and Jones",6,204.78,1228.68
ORD-033198,2024-07-16,MEA,Starter,Liu Group,11,52.1,573.1
ORD-033199,2025-08-30,Latin America,Growth,Bates and Sons,4,209.31,837.24
ORD-033200,2024-05-15,North America,Enterprise,"Hill, Ponce and Saunders",12,1557.98,18695.76
ORD-033201,2025-07-13,MEA,Starter,Stevenson Group,10,55.25,552.5
ORD-033202,2025-02-05,Asia Pacific,Starter,Bradford PLC,12,50.6,607.2
ORD-033203,2024-04-11,MEA,Starter,Stephens and Sons,5,44.9,224.5
ORD-033204,2025-09-12,MEA,Scale,Ellison PLC,1,561.17,561.17
ORD-033205,2024-09-14,MEA,Enterprise,"Ward, Taylor and Yates",7,1568.2,10977.4
ORD-033206,2025-05-29,North America,Scale,"Thomas, Boyd and Gibbs",1,539.61,539.61
ORD-033207,2025-02-05,Europe,Scale,Martin PLC,3,539.23,1617.69
ORD-033208,2025-12-26,North America,Starter,Patterson Inc,4,45.66,182.64
ORD-033209,2024-07-06,North America,Enterprise,"Schmidt, Kerr and Lewis",10,1386.98,13869.8
ORD-033210,2026-01-06,North America,Growth,Carroll Ltd,10,175.36,1753.6
ORD-033211,2025-09-03,Asia Pacific,Growth,Johnston LLC,3,190.02,570.06
ORD-033212,2024-07-10,North America,Starter,Huff-Haynes,12,43.77,525.24
ORD-033213,2024-07-14,Europe,Starter,Spencer-Rivera,10,49.77,497.7
ORD-033214,2025-04-23,Asia Pacific,Growth,"Todd, Dillon and Murphy",2,198.7,397.4
ORD-033215,2025-06-21,Europe,Enterprise,Cummings-Ward,6,1457.12,8742.72
ORD-033216,2024-10-03,MEA,Starter,Miller-Montgomery,10,51.39,513.9
ORD-033217,2024-08-04,Europe,Starter,Smith-Meyer,11,44.41,488.51
ORD-033218,2025-11-30,North America,Scale,Jackson PLC,1,570.1,570.1
ORD-033219,2025-06-07,Europe,Starter,Taylor and Sons,4,45.36,181.44
ORD-033220,2025-04-16,Asia Pacific,Growth,"Bartlett, Ortiz and David",8,224.06,1792.48
ORD-033221,2025-05-01,Latin America,Growth,"Anderson, Clark and Wright",8,173.1,1384.8
ORD-033222,2024-03-18,Asia Pacific,Growth,Cross Group,3,209.41,628.23
